iter	Passed	Remaining
230	545	1816
231	546	1809
232	586	1931
233	591	1936
234	613	1996
235	620	2008
236	635	2046
237	638	2044
238	643	2047
239	645	2045
240	646	2037
241	647	2029
242	648	2021
243	649	2012
244	667	2057
245	668	2050
246	669	2041
247	670	2034
248	671	2026
249	677	2033
250	679	2027
251	681	2021
252	682	2013
253	695	2043
254	697	2037
255	701	2039
256	710	2054
257	712	2050
258	713	2041
259	714	2032
260	717	2031
261	718	2022
262	723	2026
263	723	2018
264	724	2009
265	727	2007
266	727	1998
267	728	1989
268	731	1987
269	731	1978
270	735	1978
271	740	1981
272	741	1973
273	743	1970
274	744	1963
275	745	1955
276	746	1947
277	746	1939
278	747	1931
279	747	1923
280	769	1968
281	774	1972
282	777	1968
283	778	1961
284	778	1954
285	784	1959
286	787	1956
287	790	1953
288	790	1945
289	791	1938
290	792	1931
291	810	1964
292	811	1957
293	811	1949
294	812	1940
295	820	1950
296	820	1943
297	822	1936
298	822	1928
299	823	1920
300	823	1912
301	827	1912
302	831	1913
303	834	1909
304	834	1902
305	835	1895
306	839	1894
307	840	1888
308	843	1887
309	851	1896
310	852	1888
311	854	1884
312	856	1878
313	862	1885
314	863	1878
315	868	1879
316	869	1872
317	869	1865
318	870	1857
319	876	1862
320	883	1868
321	887	1867
322	888	1861
323	896	1871
324	900	1869
325	901	1863
326	902	1856
327	902	1849
328	906	1848
329	910	1848
330	911	1842
331	913	1837
332	914	1832
333	915	1824
334	917	1821
335	918	1814
336	925	1821
337	940	1841
338	941	1835
339	941	1828
340	944	1825
341	946	1820
342	946	1813
343	947	1806
344	948	1799
345	948	1792
346	949	1786
347	950	1781
348	951	1775
349	958	1780
350	959	1774
351	978	1801
352	979	1795
353	980	1788
354	980	1781
355	981	1775
356	981	1768
357	982	1761
358	997	1780
359	998	1774
360	1003	1775
361	1004	1769
362	1005	1764
363	1006	1758
364	1010	1758
365	1011	1751
366	1012	1746
367	1013	1740
368	1014	1734
369	1014	1728
370	1021	1731
371	1027	1734
372	1028	1728
373	1029	1723
374	1030	1718
375	1031	1712
376	1036	1712
377	1037	1707
378	1038	1702
379	1040	1697
380	1041	1691
381	1044	1689
382	1044	1683
383	1045	1677
384	1046	1672
385	1047	1666
386	1049	1662
387	1050	1656
388	1050	1650
389	1056	1652
390	1057	1646
391	1058	1641
392	1058	1635
393	1059	1629
394	1060	1623
395	1065	1624
396	1066	1619
397	1066	1613
398	1067	1608
399	1068	1602
400	1068	1596
401	1070	1592
402	1071	1587
403	1071	1581
404	1074	1579
405	1076	1574
406	1076	1569
407	1081	1569
408	1083	1565
409	1085	1562
410	1086	1556
411	1087	1551
412	1088	1546
413	1088	1541
414	1092	1540
415	1093	1535
416	1094	1529
417	1094	1524
418	1097	1522
419	1103	1523
420	1104	1519
421	1105	1514
422	1106	1508
423	1106	1503
424	1108	1499
425	1111	1497
426	1112	1492
427	1113	1487
428	1114	1483
429	1116	1480
430	1122	1482
431	1124	1478
432	1131	1481
433	1132	1476
434	1132	1471
435	1133	1466
436	1137	1464
437	1174	1507
438	1176	1503
439	1177	1498
440	1179	1494
441	1180	1489
442	1180	1484
443	1181	1480
444	1182	1474
445	1183	1470
446	1184	1465
447	1187	1463
448	1188	1458
449	1196	1461
450	1197	1457
451	1199	1454
452	1203	1453
453	1204	1448
454	1205	1443
455	1206	1439
456	1207	1434
457	1207	1429
458	1209	1425
459	1209	1420
460	1210	1415
461	1210	1410
462	1211	1405
463	1220	1410
464	1222	1406
465	1223	1402
466	1224	1397
467	1225	1392
468	1225	1387
469	1226	1382
470	1226	1377
471	1227	1372
472	1227	1368
473	1228	1363
474	1237	1367
475	1238	1363
476	1238	1358
477	1239	1354
478	1240	1349
479	1240	1344
480	1241	1339
481	1241	1334
482	1242	1329
483	1242	1324
484	1243	1320
485	1244	1316
486	1245	1311
487	1245	1307
488	1249	1305
489	1249	1300
490	1250	1296
491	1252	1293
492	1252	1288
493	1253	1283
494	1253	1279
495	1254	1274
496	1254	1270
497	1255	1265
498	1255	1260
499	1256	1256
500	1256	1251
501	1257	1247
502	1257	1242
503	1258	1238
504	1258	1234
505	1260	1230
506	1262	1227
507	1267	1227
508	1269	1224
509	1269	1219
510	1270	1215
511	1270	1210
512	1271	1206
513	1271	1202
514	1272	1197
515	1272	1193
516	1273	1189
517	1273	1184
518	1273	1180
519	1274	1176
520	1274	1171
521	1275	1168
522	1276	1164
523	1279	1162
524	1280	1158
525	1280	1154
526	1281	1150
527	1281	1145
528	1282	1141
529	1282	1137
530	1283	1133
531	1283	1129
532	1284	1125
533	1285	1121
534	1285	1117
535	1286	1113
536	1286	1109
537	1287	1105
538	1287	1101
539	1288	1097
540	1288	1093
541	1289	1089
542	1289	1085
543	1291	1082
544	1294	1080
545	1295	1077
546	1296	1073
547	1297	1070
548	1298	1066
549	1299	1063
550	1300	1059
551	1300	1055
552	1301	1051
553	1301	1048
554	1302	1044
555	1302	1040
556	1304	1037
557	1306	1034
558	1307	1031
559	1312	1031
560	1314	1028
561	1314	1024
562	1315	1021
563	1319	1020
564	1320	1016
565	1322	1014
566	1323	1010
567	1325	1007
568	1325	1004
569	1326	1000
570	1327	997
571	1330	995
572	1332	993
573	1333	989
574	1337	988
575	1339	986
576	1341	983
577	1341	979
578	1342	976
579	1343	973
580	1345	970
581	1345	966
582	1346	963
583	1347	959
584	1347	956
585	1348	952
586	1348	949
587	1349	945
588	1350	942
589	1350	938
590	1352	935
591	1353	932
592	1354	929
593	1354	926
594	1355	922
595	1356	919
596	1356	915
597	1357	912
598	1358	909
599	1358	905
600	1359	902
601	1359	898
602	1360	895
603	1360	892
604	1370	894
605	1371	891
606	1371	888
607	1372	884
608	1372	881
609	1373	878
610	1374	875
611	1375	871
612	1375	868
613	1376	865
614	1376	861
615	1377	858
616	1379	856
617	1380	853
618	1385	852
619	1386	849
620	1387	846
621	1387	843
622	1388	840
623	1390	837
624	1390	834
625	1391	831
626	1391	828
627	1392	824
628	1394	822
629	1395	819
630	1402	819
631	1403	817
632	1404	814
633	1404	810
634	1405	807
635	1406	804
636	1406	801
637	1407	798
638	1407	795
639	1408	792
640	1409	789
641	1410	786
642	1417	786
643	1417	783
644	1418	780
645	1419	777
646	1420	774
647	1420	771
648	1421	768
649	1421	765
650	1422	762
651	1422	759
652	1423	756
653	1424	753
654	1425	750
655	1427	748
656	1428	745
657	1429	742
658	1429	739
659	1430	736
660	1431	734
661	1432	731
662	1432	728
663	1433	725
664	1433	722
665	1434	719
666	1434	716
667	1435	713
668	1435	710
669	1436	707
670	1437	704
671	1437	701
672	1438	698
673	1440	696
674	1441	694
675	1446	693
676	1448	690
677	1449	688
678	1449	685
679	1450	682
680	1450	679
681	1451	676
682	1452	673
683	1452	671
684	1453	668
685	1453	665
686	1454	662
687	1455	660
688	1456	657
689	1459	655
690	1460	652
691	1460	650
692	1461	647
693	1461	644
694	1462	641
695	1462	638
696	1463	636
697	1464	633
698	1464	630
699	1465	627
700	1465	625
701	1466	622
702	1466	619
703	1467	616
704	1467	614
705	1468	611
706	1469	608
707	1469	606
708	1471	604
709	1474	602
710	1475	599
711	1476	597
712	1477	594
713	1478	592
714	1479	589
715	1480	587
716	1480	584
717	1481	581
718	1482	579
719	1482	576
720	1483	574
721	1483	571
722	1486	569
723	1487	566
724	1491	565
725	1493	563
726	1494	561
727	1495	558
728	1496	556
729	1497	553
730	1498	551
731	1498	548
732	1499	546
733	1501	544
734	1502	541
735	1509	541
736	1510	539
737	1517	538
738	1518	536
739	1525	535
740	1526	533
741	1531	532
742	1533	530
743	1533	527
744	1539	527
745	1541	524
746	1545	523
747	1547	521
748	1549	519
749	1549	516
750	1556	516
751	1559	514
752	1561	512
753	1563	510
754	1568	508
755	1569	506
756	1569	503
757	1569	501
758	1573	499
759	1574	497
760	1574	494
761	1575	492
762	1578	490
763	1587	490
764	1588	487
765	1588	485
766	1589	482
767	1589	480
768	1590	477
769	1590	475
770	1591	472
771	1598	472
772	1602	470
773	1605	468
774	1606	466
775	1608	464
776	1616	463
777	1618	461
778	1619	459
779	1620	457
780	1636	458
781	1638	456
782	1640	454
783	1642	452
784	1646	451
785	1648	448
786	1649	446
787	1649	443
788	1651	441
789	1652	439
790	1653	436
791	1654	434
792	1654	431
793	1666	432
794	1668	430
795	1669	427
796	1670	425
797	1672	423
798	1674	421
799	1681	420
800	1685	418
801	1687	416
802	1688	414
803	1695	413
804	1697	411
805	1699	409
806	1704	407
807	1709	406
808	1711	403
809	1713	401
810	1714	399
811	1716	397
812	1718	395
813	1719	392
814	1728	392
815	1731	390
816	1733	388
817	1736	386
818	1738	384
819	1746	383
820	1749	381
821	1750	379
822	1750	376
823	1751	374
824	1754	372
825	1758	370
826	1759	368
827	1763	366
828	1763	363
829	1764	361
830	1765	358
831	1770	357
832	1771	355
833	1778	354
834	1782	352
835	1783	349
836	1783	347
837	1792	346
838	1795	344
839	1796	342
840	1797	339
841	1797	337
842	1798	334
843	1798	332
844	1799	330
845	1807	329
846	1810	326
847	1811	324
848	1812	322
849	1812	319
850	1813	317
851	1813	315
852	1814	312
853	1819	311
854	1827	309
855	1830	307
856	1830	305
857	1834	303
858	1838	301
859	1839	299
860	1839	297
861	1840	294
862	1840	292
863	1841	289
864	1842	287
865	1842	285
866	1843	282
867	1850	281
868	1851	279
869	1857	277
870	1858	275
871	1859	272
872	1860	270
873	1860	268
874	1865	266
875	1866	264
876	1872	262
877	1877	260
878	1878	258
879	1878	256
880	1879	253
881	1880	251
882	1882	249
883	1889	247
884	1899	246
885	1901	244
886	1908	243
887	1909	240
888	1912	238
889	1914	236
890	1915	234
891	1930	233
892	1931	231
893	1938	229
894	1940	227
895	1942	225
896	1942	223
897	1945	221
898	1946	218
899	1954	217
900	1957	215
901	1958	212
902	1959	210
903	1959	208
904	1960	205
905	1975	204
906	1976	202
907	1978	200
908	1979	198
909	1986	196
910	1989	194
911	1990	192
912	1991	189
913	1993	187
914	1994	185
915	1996	183
916	2003	181
917	2004	179
918	2005	176
919	2006	174
920	2008	172
921	2011	170
922	2017	168
923	2020	166
924	2020	163
925	2021	161
926	2021	159
927	2022	156
928	2026	154
929	2031	152
930	2032	150
931	2033	148
932	2033	146
933	2036	143
934	2037	141
935	2038	139
936	2039	137
937	2039	134
938	2049	133
939	2051	130
940	2052	128
941	2054	126
942	2055	124
943	2056	122
944	2057	119
945	2058	117
946	2059	115
947	2064	113
948	2069	111
949	2072	109
950	2073	106
951	2074	104
952	2082	102
953	2083	100
954	2087	98
955	2088	96
956	2092	94
957	2104	92
958	2108	90
959	2114	88
960	2116	85
961	2122	83
962	2129	81
963	2131	79
964	2131	77
965	2134	75
966	2137	72
967	2139	70
968	2140	68
969	2142	66
970	2143	64
971	2144	61
972	2152	59
973	2153	57
974	2154	55
975	2158	53
976	2159	50
977	2160	48
978	2161	46
979	2162	44
980	2162	41
981	2163	39
982	2163	37
983	2164	35
984	2165	32
985	2165	30
986	2166	28
987	2168	26
988	2169	24
989	2174	21
990	2176	19
991	2177	17
992	2178	15
993	2179	13
994	2179	10
995	2180	8
996	2180	6
997	2181	4
998	2182	2
999	2183	0
