iter	Logloss
144	0.3826490468
145	0.3821739238
146	0.3812809293
147	0.3801904771
148	0.3788245716
149	0.3777150993
150	0.3769246212
151	0.3755814966
152	0.373869455
153	0.3728276455
154	0.3718434519
155	0.3709314741
156	0.3698043922
157	0.368751421
158	0.3674275516
159	0.3664819053
160	0.3654788356
161	0.3645717381
162	0.3636641566
163	0.3629579348
164	0.3619718784
165	0.36107249
166	0.3605818058
167	0.3594264683
168	0.358112959
169	0.3570940021
170	0.3563880597
171	0.3557678125
172	0.3547070693
173	0.3537664052
174	0.3528621454
175	0.3521600953
176	0.3512833677
177	0.3505905223
178	0.3496582758
179	0.3485278386
180	0.347568602
181	0.3467110822
182	0.3457533954
183	0.3452411668
184	0.3443769628
185	0.3437143144
186	0.3431283898
187	0.3426469702
188	0.3414526135
189	0.3408949187
190	0.3401674328
191	0.339392369
192	0.3380383188
193	0.3371265523
194	0.3364461768
195	0.3355425498
196	0.3349703931
197	0.3340328572
198	0.3329651654
199	0.3318246079
200	0.3306517973
201	0.3298829131
202	0.3292143437
203	0.3280741071
204	0.3271487003
205	0.3267107916
206	0.3258737208
207	0.325162854
208	0.3244653497
209	0.3236532191
210	0.3228514756
211	0.3225342328
212	0.3215633489
213	0.3211695016
214	0.3202376413
215	0.3196319971
216	0.3186300294
217	0.3181292357
218	0.317502402
219	0.3171132003
220	0.3164785453
221	0.3155338108
222	0.3149269532
223	0.3144512053
224	0.3139376273
225	0.3133868361
226	0.3128121221
227	0.3119940243
228	0.3112897742
229	0.3105614372
230	0.3098739251
231	0.3093125072
232	0.3087950359
233	0.3082387591
234	0.3076941012
235	0.306778684
236	0.3062687138
237	0.3058296346
238	0.3049892507
239	0.3042315214
240	0.3035568727
241	0.3030507629
242	0.3024271178
243	0.3014228745
244	0.3005911206
245	0.30010776
246	0.2996766144
247	0.2989904441
248	0.2983814157
249	0.2977669601
250	0.2971311116
251	0.2965439123
252	0.2961389332
253	0.2954588299
254	0.294822543
255	0.2940041884
256	0.2934896459
257	0.2926820578
258	0.2919758213
259	0.2915393319
260	0.2909742032
261	0.29028831
262	0.2899880565
263	0.2894422045
264	0.2885568163
265	0.2878595144
266	0.2873767964
267	0.2866434698
268	0.2858208201
269	0.285470522
270	0.2850883211
271	0.2847127051
272	0.2837617906
273	0.2833157883
274	0.2829276298
275	0.2824350304
276	0.2822156753
277	0.2818370549
278	0.281279483
279	0.2809289983
280	0.2803924278
281	0.2799185632
282	0.2794992576
283	0.2790122906
284	0.2783322472
285	0.2780097305
286	0.277464284
287	0.277000534
288	0.2764186734
289	0.2757860019
290	0.2750434838
291	0.2744652679
292	0.273947187
293	0.2733916456
294	0.2732189048
295	0.2727639484
296	0.2722192625
297	0.2716524444
298	0.2711137524
299	0.2707025719
300	0.2701295234
301	0.2699617955
302	0.2694366394
303	0.2690295461
304	0.2686668795
305	0.2680212167
306	0.2675101974
307	0.267034028
308	0.2666461682
309	0.2664528816
310	0.2661052016
311	0.2654960975
312	0.2648761624
313	0.26423773
314	0.2636052934
315	0.2634220321
316	0.2627300163
317	0.2622595593
318	0.2621973957
319	0.2615257862
320	0.2608431683
321	0.2603244728
322	0.2600778936
323	0.2595104083
324	0.2592789177
325	0.2590641935
326	0.2587720417
327	0.2582185326
328	0.2576347541
329	0.2570929605
330	0.2567228018
331	0.256159793
332	0.2556701184
333	0.2552891067
334	0.2546250281
335	0.2540908057
336	0.2535884626
337	0.2533653293
338	0.2530755098
339	0.2528964572
340	0.2523397672
341	0.2517241781
342	0.2513233472
343	0.2509855948
344	0.2503902234
345	0.2500863755
346	0.2497764499
347	0.2493606983
348	0.2490288084
349	0.2487667993
350	0.2482928075
351	0.2477715039
352	0.2471033807
353	0.2468703457
354	0.246621653
355	0.2461296442
356	0.2456373741
357	0.2451029888
358	0.2447842055
359	0.2443907487
360	0.2441950088
361	0.2438465829
362	0.2433486214
363	0.242722745
364	0.2423710524
365	0.2417563524
366	0.2415370704
367	0.2411957307
368	0.2407582755
369	0.2402702128
370	0.2399730959
371	0.2396687726
372	0.2390296266
373	0.2387142348
374	0.2381810641
375	0.23792707
376	0.2375347415
377	0.2371332292
378	0.2367348365
379	0.236499913
380	0.236214519
381	0.2356366632
382	0.2352291014
383	0.2348125315
384	0.2344675495
385	0.2340767119
386	0.2337931828
387	0.2332436206
388	0.2327773348
389	0.2323126105
390	0.2321456403
391	0.2318175434
392	0.2313219481
393	0.2308462152
394	0.2307517045
395	0.2303013333
396	0.2299691975
397	0.2296627627
398	0.2292031053
399	0.2289815494
400	0.2287355472
401	0.2281849948
402	0.2278999383
403	0.2275370473
404	0.2274291599
405	0.2269414439
406	0.2265975101
407	0.2263152559
408	0.2262618672
409	0.2259714987
410	0.2257475786
411	0.2254411044
412	0.225109291
413	0.2246209691
414	0.2243603189
415	0.2240878549
416	0.223829044
417	0.2235925946
418	0.2231882668
419	0.2227083331
420	0.2222461123
421	0.222014546
422	0.2215187697
423	0.2211922397
424	0.2207179468
425	0.2206440642
426	0.2203335573
427	0.2200588135
428	0.2196357242
429	0.2193125071
430	0.2191494255
431	0.2187911103
432	0.218430048
433	0.2182336409
434	0.217859143
435	0.2175940783
436	0.2172012221
437	0.2168375121
438	0.2163064273
439	0.2159562638
440	0.2156063845
441	0.2150308419
442	0.2148143071
443	0.2146542598
444	0.2145038012
445	0.2142917687
446	0.2140650808
447	0.2135797147
448	0.2133816241
449	0.2131870078
450	0.2129553923
451	0.2127731457
452	0.2124676997
453	0.2123314448
454	0.2120616922
455	0.2116796287
456	0.2114824186
457	0.2110354193
458	0.2105411962
459	0.2102203322
460	0.2098452972
461	0.2094139209
462	0.2090003788
463	0.2088737768
464	0.2086147464
465	0.208445665
466	0.2080955237
467	0.2078890793
468	0.207486478
469	0.2074366058
470	0.2070977217
471	0.2069808921
472	0.2067608513
473	0.2065484955
474	0.2062176938
475	0.2060555776
476	0.2057182578
477	0.2055209833
478	0.2051441742
479	0.2047287107
480	0.204393411
481	0.2041064992
482	0.2037508233
483	0.2034679073
484	0.2029556175
485	0.202746313
486	0.2023522629
487	0.2020408816
488	0.2018658695
489	0.201517332
490	0.2012042891
491	0.2010077269
492	0.2007233677
493	0.2003676888
494	0.2002154398
495	0.2000712954
496	0.1998466646
497	0.1995043932
498	0.1993630396
499	0.1991299537
500	0.1986976151
501	0.1985200761
502	0.1982262294
503	0.1980175892
504	0.197694775
505	0.197418486
506	0.1969803545
507	0.1968782824
508	0.1965672793
509	0.196497423
510	0.1963125787
511	0.1961301859
512	0.1958481641
513	0.1956867511
514	0.195288645
515	0.1950589522
516	0.1948569555
517	0.1945609664
518	0.1943968539
519	0.194236908
520	0.1940238116
521	0.1938919541
522	0.1937418142
523	0.1935646119
524	0.1933612282
525	0.1933290574
526	0.1931117856
527	0.1929925872
528	0.1925712032
529	0.1923047782
530	0.1921191884
531	0.1916396213
532	0.1913407376
533	0.1909370596
534	0.1907771223
535	0.190667114
536	0.190346554
537	0.1900993144
538	0.1898062229
539	0.1896605975
540	0.1893775309
541	0.1892235454
542	0.1890698665
543	0.1889030857
544	0.1884985273
545	0.1883570673
546	0.1881948537
547	0.1880489859
548	0.1877140214
549	0.1874463792
550	0.1873256277
551	0.1870036077
552	0.1868446359
553	0.1866877251
554	0.1865235534
555	0.186360925
556	0.1861322461
557	0.1857900281
558	0.1856036311
559	0.185252404
560	0.1851018167
561	0.1848805792
562	0.1846201331
563	0.1845761704
564	0.18441738
565	0.1841890219
566	0.1840314246
567	0.1838635991
568	0.1834962973
569	0.1834135378
570	0.1832047203
571	0.1829306066
572	0.1827541585
573	0.1824293152
574	0.1821628531
575	0.1819804511
576	0.1817580614
577	0.1815902967
578	0.1811549682
579	0.1809488996
580	0.1807621318
581	0.1806273773
582	0.1804628278
583	0.180100563
584	0.1797118431
585	0.1794779366
586	0.1791987922
587	0.17876849
588	0.1786023662
589	0.1783769313
590	0.1780294919
591	0.1778178632
592	0.1776133985
593	0.1774506891
594	0.1771357847
595	0.1769871006
596	0.1767927154
597	0.1766932258
598	0.1765133037
599	0.1763217792
600	0.1760523657
601	0.1758172864
602	0.1754732575
603	0.1753394643
604	0.1750658192
605	0.1749029372
606	0.1746691556
607	0.1744117072
608	0.1741695628
609	0.1739137008
610	0.1736548167
611	0.173358986
612	0.1732735563
613	0.1730325136
614	0.1727760674
615	0.1726351856
616	0.1724986991
617	0.1723596896
618	0.1722037479
619	0.1720865621
620	0.171928827
621	0.1717116456
622	0.1715896454
623	0.1713916639
624	0.1710279172
625	0.1709086522
626	0.1706169258
627	0.1704685368
628	0.1702117812
629	0.1699790936
630	0.1697762196
631	0.1693933115
632	0.1689167272
633	0.1686248212
634	0.1684321753
635	0.1682106476
636	0.1679688412
637	0.1678697035
638	0.1677209257
639	0.1675497195
640	0.1674214687
641	0.1673112644
642	0.1671264782
643	0.1668184957
644	0.166749134
645	0.1664870334
646	0.1661948305
647	0.1660520475
648	0.1656732373
649	0.1654558252
650	0.1652743666
651	0.1651770824
652	0.1649949018
653	0.1648131505
654	0.164517093
655	0.164216462
656	0.1639887756
657	0.1638221172
658	0.1635376449
659	0.1633570744
660	0.1630730801
661	0.1629458682
662	0.1628143343
663	0.1627761188
664	0.162482208
665	0.1622967761
666	0.1621856078
667	0.1619316044
668	0.1616973334
669	0.1616419473
670	0.1613418372
671	0.1611937941
672	0.1609230815
673	0.1606797337
674	0.1605298723
675	0.1602827741
676	0.1600489313
677	0.1599537513
678	0.1598189205
679	0.1595637877
680	0.1592461803
681	0.1590724043
682	0.1588627645
683	0.1586707096
684	0.1583285703
685	0.1581476578
686	0.1579323101
687	0.1578004514
688	0.1576224005
689	0.1574758448
690	0.1573107107
691	0.1572253755
692	0.1570681354
693	0.1569846538
694	0.1568292298
695	0.1567194754
696	0.1566092261
697	0.1563884533
698	0.1561875687
699	0.1560391326
700	0.1559764029
701	0.1557809053
702	0.1557398421
703	0.1554356954
704	0.1552421583
705	0.1551647756
706	0.1550970317
707	0.1548412538
708	0.1546683276
709	0.1544531272
710	0.1542684182
711	0.1540596042
712	0.1538882771
713	0.1536556444
714	0.1534958972
715	0.153345543
716	0.1532255929
717	0.1529254697
718	0.1527636228
719	0.1524881622
720	0.1523485684
721	0.1521606839
722	0.1520057632
723	0.1519247767
724	0.1517039282
725	0.1514491866
726	0.1512791974
727	0.1511054428
728	0.1510078252
729	0.1507125113
730	0.1505444286
731	0.150371231
732	0.1501972274
733	0.1500667944
734	0.1499131516
735	0.1498535313
736	0.1495959669
737	0.1493239343
738	0.1490950168
739	0.1489479048
740	0.1488523197
741	0.1486034274
742	0.1484762039
743	0.1483507726
744	0.1481124251
745	0.1479663064
746	0.1476712567
747	0.1474437676
748	0.1473216175
749	0.1470526737
750	0.1470107966
751	0.1467375647
752	0.146537236
753	0.1463626438
754	0.1461642521
755	0.1460496273
756	0.1460442546
757	0.1458349695
758	0.1457078853
759	0.1455439086
760	0.1453809557
761	0.1451898934
762	0.1450860665
763	0.1449914885
764	0.1447651421
765	0.1446044114
766	0.144399471
767	0.1443000887
768	0.1442031922
769	0.1439552436
770	0.143841352
771	0.1436762723
772	0.1434525453
773	0.1432443334
774	0.143082554
775	0.1429303766
776	0.1426327257
777	0.1425075774
778	0.1424136088
779	0.1422593807
780	0.1420259525
781	0.1418931067
782	0.141767446
783	0.1415729558
784	0.1413857408
785	0.1412933457
786	0.1411121863
787	0.1410288784
788	0.1410047442
789	0.1408938162
790	0.1407276976
791	0.1405172521
792	0.1402962464
793	0.140133201
794	0.1398713114
795	0.1397340187
796	0.1395933903
797	0.139462947
798	0.1393807981
799	0.1393380444
800	0.1391196663
801	0.1390230431
802	0.1388655549
803	0.1386627215
804	0.1385391886
805	0.1384158528
806	0.138234411
807	0.1379851256
808	0.137832241
809	0.1376633173
810	0.1375478883
811	0.1374607911
812	0.1373700935
813	0.1371444912
814	0.1369876631
815	0.1369060755
816	0.1367377392
817	0.1366732859
818	0.1364400615
819	0.1361646508
820	0.1359401832
821	0.1356067993
822	0.1353993163
823	0.1353361994
824	0.1352422912
825	0.1349872772
826	0.1347943301
827	0.1346192609
828	0.1344152757
829	0.1343060612
830	0.1342132937
831	0.1339797263
832	0.1338821661
833	0.1336859979
834	0.133570291
835	0.1334852083
836	0.133385484
837	0.1333049513
838	0.1331179797
839	0.1329638271
840	0.1328417506
841	0.13268321
842	0.132502531
843	0.1323059788
844	0.1320591867
845	0.1319506021
846	0.1318612532
847	0.1317259581
848	0.1315007838
849	0.1313188922
850	0.131133662
851	0.1309850621
852	0.1308938737
853	0.130817738
854	0.1306957691
855	0.130501607
856	0.1303555197
857	0.1301881134
858	0.1299832221
859	0.1298004786
860	0.12955619
861	0.1294161958
862	0.1292677708
863	0.1291360214
864	0.1290023266
865	0.1288987693
866	0.1288172511
867	0.1286762377
868	0.1284590901
869	0.1282342732
870	0.1281401331
871	0.1280145315
872	0.1279032495
873	0.1277547819
874	0.1276596493
875	0.1276140119
876	0.1274640807
877	0.1273308237
878	0.1272041257
879	0.1271291228
880	0.1270750896
881	0.1270198471
882	0.126946595
883	0.1267357987
884	0.1266176885
885	0.1265125241
886	0.1264019021
887	0.1262764601
888	0.1262092294
889	0.1259752976
890	0.125754525
891	0.1256099891
892	0.1255173251
893	0.1253981052
894	0.1252564963
895	0.1251304796
896	0.1249860272
897	0.1248791171
898	0.1248029847
899	0.1245655085
900	0.1244399277
901	0.1241684099
902	0.124090726
903	0.1239012668
904	0.1237375639
905	0.1235620153
906	0.123453903
907	0.1233354098
908	0.12321876
909	0.1230801979
910	0.1228514579
911	0.122705409
912	0.1225802273
913	0.1224306092
914	0.1224192701
915	0.1221662514
916	0.1220302117
917	0.1219698482
918	0.1217298804
919	0.1215824719
920	0.1214554616
921	0.1213321594
922	0.1211733749
923	0.1210025669
924	0.120817332
925	0.1207099458
926	0.1206532443
927	0.1205918435
928	0.120424056
929	0.1202352399
930	0.1201716039
931	0.1200585058
932	0.1198536765
933	0.1196942433
934	0.1195902509
935	0.1194633883
936	0.1193350133
937	0.1191874182
938	0.119101486
939	0.1190270733
940	0.1189624613
941	0.1188862817
942	0.1187645641
943	0.1185890258
944	0.118410373
945	0.1182139902
946	0.1180687221
947	0.1178911143
948	0.117768424
949	0.1175421254
950	0.1174828343
951	0.1173422355
952	0.1172686148
953	0.1170961108
954	0.1170373275
955	0.1168759807
956	0.1167691354
957	0.1166234186
958	0.1165550948
959	0.116388794
960	0.1162626175
961	0.1160831731
962	0.1160174848
963	0.1158997573
964	0.11575524
965	0.1155728185
966	0.1155187606
967	0.1153597375
968	0.1152576886
969	0.1150908407
970	0.1149577936
971	0.1148560163
972	0.1147505301
973	0.1146302726
974	0.1145911274
975	0.1144542405
976	0.1143941118
977	0.1142973424
978	0.1142059256
979	0.1140789836
980	0.1140142863
981	0.1138916911
982	0.113819414
983	0.1136336208
984	0.1134239387
985	0.1133510155
986	0.1132563149
987	0.1130813197
988	0.1129383508
989	0.112840622
990	0.1127317654
991	0.1125679216
992	0.1123728127
993	0.1122897928
994	0.1121883639
995	0.1120859626
996	0.1119684384
997	0.1119044762
998	0.1117689688
999	0.1116830767
